,source,target,type
1248,A761,B27,Both
1249,A64,B804,Both
1250,A769,B505,Both
1251,A935,B268,Both
1252,A333,B30,Both
1253,A385,B134,Both
1254,A837,B734,Both
1255,A268,B366,Both
1256,A782,B206,Both
1257,A229,B429,Both
1258,A946,B224,Both
1259,A453,B948,Both
1260,A911,B469,Both
1261,A546,B749,Both
1262,A572,B566,Both
1263,A374,B882,Both
1264,A921,B270,Both
1265,A20,B973,Both
1266,A153,B102,Both
1267,A906,B444,Both
1268,A954,B333,Both
1269,A563,B551,Both
1270,A361,B120,Both
1271,A20,B366,Both
1272,A895,B549,Both
1273,A675,B691,Both
1274,A384,B308,Both
1275,A351,B402,Both
1276,A919,B301,Both
1277,A318,B602,Both
1278,A530,B133,Both
1279,A152,B952,Both
1280,A471,B613,Both
1281,A685,B624,Both
1282,A28,B244,Both
1283,A431,B763,Both
1284,A522,B163,Both
1285,A483,B534,Both
1286,A217,B541,Both
1287,A662,B408,Both
1288,A979,B709,Both
1289,A668,B798,Both
1290,A600,B655,Both
1291,A211,B702,Both
1292,A854,B920,Both
1293,A985,B56,Both
1294,A42,B224,Both
1295,A341,B917,Both
1296,A844,B228,Both
1297,A831,B989,Both
1298,A818,B228,Both
1299,A145,B374,Both
1300,A572,B334,Both
1301,A517,B408,Both
1302,A519,B903,Both
1303,A244,B395,Both
1304,A861,B113,Both
1305,A462,B303,Both
1306,A534,B955,Both
1307,A841,B687,Both
1308,A735,B395,Both
1309,A579,B728,Both
1310,A263,B382,Both
1311,A344,B433,Both
1312,A147,B117,Both
1313,A940,B971,Both
1314,A821,B839,Both
1315,A884,B18,Both
1316,A968,B605,Both
1317,A170,B741,Both
1318,A625,B933,Both
1319,A176,B611,Both
1320,A794,B704,Both
1321,A74,B279,Both
1322,A801,B397,Both
1323,A199,B236,Both
1324,A830,B942,Both
1325,A493,B622,Both
1326,A762,B303,Both
1327,A978,B944,Both
1328,A863,B266,Both
1329,A983,B424,Both
1330,A56,B717,Both
1331,A984,B457,Both
1332,A152,B880,Both
1333,A958,B603,Both
1334,A944,B362,Both
1335,A343,B156,Both
1336,A868,B690,Both
1337,A876,B162,Both
1338,A681,B762,Both
1339,A424,B16,Both
1340,A833,B90,Both
1341,A392,B886,Both
1342,A685,B356,Both
1343,A195,B646,Both
1344,A19,B518,Both
1345,A387,B143,Both
1346,A131,B138,Both
1347,A840,B628,Both
1348,A90,B558,Both
1349,A615,B77,Both
1350,A120,B938,Both
1351,A814,B590,Both
1352,A644,B690,Both
1353,A815,B82,Both
1354,A172,B617,Both
1355,A674,B615,Both
1356,A552,B528,Both
1357,A562,B402,Both
1358,A113,B292,Both
1359,A61,B907,Both
1360,A516,B682,Both
1361,A275,B244,Both
1362,A193,B157,Both
1363,A230,B991,Both
1364,A600,B437,Both
1365,A508,B452,Both
1366,A845,B866,Both
1367,A777,B989,Both
1368,A159,B593,Both
1369,A817,B207,Both
1370,A944,B764,Both
1371,A995,B596,Both
1372,A644,B690,Both
1373,A142,B325,Both
1374,A510,B491,Both
1375,A769,B228,Both
1376,A276,B815,Both
1377,A630,B183,Both
1378,A969,B504,Both
1379,A433,B25,Both
1380,A392,B414,Both
1381,A952,B778,Both
1382,A604,B296,Both
1383,A119,B805,Both
1384,A940,B519,Both
1385,A787,B775,Both
1386,A424,B184,Both
1387,A729,B311,Both
1388,A776,B546,Both
1389,A732,B793,Both
1390,A152,B577,Both
1391,A241,B135,Both
1392,A303,B333,Both
1393,A656,B274,Both
1394,A793,B759,Both
1395,A575,B48,Both
1396,A123,B353,Both
1397,A893,B636,Both
1398,A702,B659,Both
1399,A217,B58,Both
1400,A364,B587,Both
1401,A937,B971,Both
1402,A712,B811,Both
1403,A234,B741,Both
1404,A279,B125,Both
1405,A248,B780,Both
1406,A168,B539,Both
1407,A124,B890,Both
1408,A56,B629,Both
1409,A650,B924,Both
1410,A592,B559,Both
1411,A68,B471,Both
1412,A289,B456,Both
1413,A204,B138,Both
1414,A458,B521,Both
1415,A747,B880,Both
1416,A70,B247,Both
1417,A89,B510,Both
1418,A912,B914,Both
1419,A737,B298,Both
1420,A375,B754,Both
1421,A612,B86,Both
1422,A916,B808,Both
1423,A301,B366,Both
1424,A351,B247,Both
1425,A40,B885,Both
1426,A741,B410,Both
1427,A561,B657,Both
1428,A734,B847,Both
1429,A334,B937,Both
1430,A547,B49,Both
1431,A847,B665,Both
1432,A216,B660,Both
1433,A57,B385,Both
1434,A277,B597,Both
1435,A385,B559,Both
1436,A474,B743,Both
1437,A161,B988,Both
1438,A143,B908,Both
1439,A446,B796,Both
1440,A358,B103,Both
1441,A380,B718,Both
1442,A214,B875,Both
1443,A952,B665,Both
1444,A325,B19,Both
1445,A217,B720,Both
1446,A623,B800,Both
1447,A31,B95,Both
1448,A894,B675,Both
1449,A941,B780,Both
1450,A216,B343,Both
1451,A233,B606,Both
1452,A374,B267,Both
1453,A939,B858,Both
1454,A593,B694,Both
1455,A263,B818,Both
1456,A458,B216,Both
1457,A281,B85,Both
1458,A480,B97,Both
1459,A880,B661,Both
1460,A923,B178,Both
1461,A885,B926,Both
1462,A741,B427,Both
1463,A132,B317,Both
1464,A402,B452,Both
1465,A388,B848,Both
1466,A932,B889,Both
1467,A368,B205,Both
1468,A341,B699,Both
1469,A752,B489,Both
1470,A977,B1,Both
1471,A118,B205,Both
1472,A145,B545,Both
1473,A246,B594,Both
1474,A442,B144,Both
1475,A688,B441,Both
1476,A354,B868,Both
1477,A348,B263,Both
1478,A185,B953,Both
1479,A47,B924,Both
1480,A435,B231,Both
1481,A856,B506,Both
1482,A634,B274,Both
1483,A454,B106,Both
1484,A377,B388,Both
1485,A417,B840,Both
1486,A894,B759,Both
1487,A864,B461,Both
1488,A357,B207,Both
1489,A461,B108,Both
1490,A264,B956,Both
1491,A491,B841,Both
1492,A301,B501,Both
1493,A483,B990,Both
1494,A645,B520,Both
1495,A760,B82,Both
1496,A157,B14,Both
1497,A791,B71,Both
1498,A784,B594,Both
1499,A973,B594,Both
1500,A954,B591,Both
1501,A224,B872,Both
1502,A716,B769,Both
1503,A550,B732,Both
1504,A426,B420,Both
1505,A390,B560,Both
1506,A143,B356,Both
1507,A390,B838,Both
1508,A121,B585,Both
1509,A594,B239,Both
1510,A236,B15,Both
1511,A833,B894,Both
1512,A787,B718,Both
1513,A530,B751,Both
1514,A353,B112,Both
1515,A664,B968,Both
1516,A860,B34,Both
1517,A786,B288,Both
1518,A901,B715,Both
1519,A878,B198,Both
1520,A761,B754,Both
1521,A111,B368,Both
1522,A290,B698,Both
1523,A783,B262,Both
1524,A459,B129,Both
1525,A304,B786,Both
1526,A7,B932,Both
1527,A340,B309,Both
1528,A607,B447,Both
1529,A514,B861,Both
1530,A165,B644,Both
1531,A551,B772,Both
1532,A658,B141,Both
1533,A701,B582,Both
1534,A734,B872,Both
1535,A606,B956,Both
1536,A864,B391,Both
1537,A15,B419,Both
1538,A47,B648,Both
1539,A928,B424,Both
1540,A141,B837,Both
1541,A761,B484,Both
1542,A95,B106,Both
1543,A845,B119,Both
1544,A881,B488,Both
1545,A216,B586,Both
1546,A890,B5,Both
1547,A505,B993,Both
1548,A807,B885,Both
1549,A508,B924,Both
1550,A21,B698,Both
1551,A564,B759,Both
1552,A807,B691,Both
1553,A692,B0,Both
1554,A315,B127,Both
1555,A340,B338,Both
1556,A131,B490,Both
1557,A587,B179,Both
1558,A670,B157,Both
1559,A239,B695,Both
1560,A381,B304,Both
1561,A241,B926,Both
1562,A327,B176,Both
1563,A267,B752,Both
1564,A929,B96,Both
1565,A610,B935,Both
1566,A2,B390,Both
1567,A948,B747,Both
1568,A427,B688,Both
1569,A400,B65,Both
1570,A664,B45,Both
1571,A197,B568,Both
1572,A905,B138,Both
1573,A660,B635,Both
1574,A258,B867,Both
1575,A295,B31,Both
1576,A347,B341,Both
1577,A201,B113,Both
1578,A67,B351,Both
1579,A282,B887,Both
1580,A709,B291,Both
1581,A191,B466,Both
1582,A580,B250,Both
1583,A515,B474,Both
1584,A297,B937,Both
1585,A506,B708,Both
1586,A918,B832,Both
1587,A249,B375,Both
1588,A346,B886,Both
1589,A278,B780,Both
1590,A552,B174,Both
1591,A827,B769,Both
1592,A277,B189,Both
1593,A103,B643,Both
1594,A399,B637,Both
1595,A193,B625,Both
1596,A214,B110,Both
1597,A438,B866,Both
1598,A330,B519,Both
1599,A549,B93,Both
1600,A31,B385,Both
1601,A93,B80,Both
1602,A738,B444,Both
1603,A459,B765,Both
1604,A498,B584,Both
1605,A899,B492,Both
1606,A826,B979,Both
1607,A28,B381,Both
1608,A249,B798,Both
1609,A282,B390,Both
1610,A689,B30,Both
1611,A201,B76,Both
1612,A144,B466,Both
1613,A328,B509,Both
1614,A988,B355,Both
1615,A26,B62,Both
1616,A29,B516,Both
1617,A248,B950,Both
1618,A1,B125,Both
1619,A191,B337,Both
1620,A108,B926,Both
1621,A227,B219,Both
1622,A591,B238,Both
1623,A424,B170,Both
1624,A394,B152,Both
1625,A89,B213,Both
1626,A654,B22,Both
1627,A746,B692,Both
1628,A693,B559,Both
1629,A282,B260,Both
1630,A613,B386,Both
1631,A279,B88,Both
1632,A984,B320,Both
1633,A790,B877,Both
1634,A256,B370,Both
1635,A110,B188,Both
1636,A127,B506,Both
1637,A477,B530,Both
1638,A731,B602,Both
1639,A277,B273,Both
1640,A727,B268,Both
1641,A97,B498,Both
1642,A557,B209,Both
1643,A179,B989,Both
1644,A815,B811,Both
1645,A464,B319,Both
1646,A98,B909,Both
1647,A292,B537,Both
1648,A709,B306,Both
1649,A48,B351,Both
1650,A458,B13,Both
1651,A549,B171,Both
1652,A708,B937,Both
1653,A360,B163,Both
1654,A771,B588,Both
1655,A148,B734,Both
1656,A442,B982,Both
1657,A947,B513,Both
1658,A247,B709,Both
1659,A20,B486,Both
1660,A272,B12,Both
1661,A854,B810,Both
1662,A81,B148,Both
1663,A735,B583,Both
1664,A928,B48,Both
1665,A719,B647,Both
1666,A305,B8,Both
1667,A950,B85,Both
1668,A36,B261,Both
1669,A293,B956,Both
1670,A159,B948,Both
1671,A116,B358,Both
1672,A286,B532,Both
1673,A308,B661,Both
1674,A603,B900,Both
1675,A476,B893,Both
1676,A97,B804,Both
1677,A154,B975,Both
1678,A937,B9,Both
1679,A846,B407,Both
1680,A874,B175,Both
1681,A519,B985,Both
1682,A436,B689,Both
1683,A1,B158,Both
1684,A985,B919,Both
1685,A353,B951,Both
1686,A134,B568,Both
1687,A608,B510,Both
1688,A771,B805,Both
1689,A700,B275,Both
1690,A7,B802,Both
1691,A101,B423,Both
1692,A453,B622,Both
1693,A963,B56,Both
1694,A258,B329,Both
1695,A383,B352,Both
1696,A145,B884,Both
1697,A31,B584,Both
1698,A477,B332,Both
1699,A493,B538,Both
1700,A474,B323,Both
1701,A638,B836,Both
1702,A397,B666,Both
1703,A596,B777,Both
1704,A466,B780,Both
1705,A724,B367,Both
1706,A861,B815,Both
1707,A913,B495,Both
1708,A169,B335,Both
1709,A334,B912,Both
1710,A524,B232,Both
1711,A282,B571,Both
1712,A29,B409,Both
1713,A37,B257,Both
1714,A428,B307,Both
1715,A747,B518,Both
1716,A61,B990,Both
1717,A70,B727,Both
1718,A324,B886,Both
1719,A377,B454,Both
1720,A723,B227,Both
1721,A442,B46,Both
1722,A591,B572,Both
1723,A206,B855,Both
1724,A771,B165,Both
1725,A403,B432,Both
1726,A587,B925,Both
1727,A146,B78,Both
1728,A937,B391,Both
1729,A964,B440,Both
1730,A481,B308,Both
1731,A830,B553,Both
1732,A389,B291,Both
1733,A82,B372,Both
1734,A135,B818,Both
1735,A219,B308,Both
1736,A353,B528,Both
1737,A587,B577,Both
1738,A925,B69,Both
1739,A705,B308,Both
1740,A895,B643,Both
1741,A671,B412,Both
1742,A633,B452,Both
1743,A230,B363,Both
1744,A15,B4,Both
1745,A120,B989,Both
1746,A841,B527,Both
1747,A398,B149,Both
1748,A30,B158,Both
1749,A607,B592,Both
1750,A121,B732,Both
1751,A965,B100,Both
1752,A614,B43,Both
1753,A548,B282,Both
1754,A643,B102,Both
1755,A257,B82,Both
1756,A509,B978,Both
1757,A693,B781,Both
1758,A850,B261,Both
1759,A73,B995,Both
1760,A766,B427,Both
1761,A321,B818,Both
1762,A969,B255,Both
1763,A832,B190,Both
1764,A272,B130,Both
1765,A304,B268,Both
1766,A776,B231,Both
1767,A380,B907,Both
1768,A447,B504,Both
1769,A420,B872,Both
1770,A174,B882,Both
1771,A271,B4,Both
1772,A107,B573,Both
1773,A850,B224,Both
1774,A406,B442,Both
1775,A829,B460,Both
1776,A361,B86,Both
1777,A544,B702,Both
1778,A979,B499,Both
1779,A799,B258,Both
1780,A803,B48,Both
1781,A397,B648,Both
1782,A384,B801,Both
1783,A690,B304,Both
1784,A862,B378,Both
1785,A291,B928,Both
1786,A630,B146,Both
1787,A576,B189,Both
1788,A533,B705,Both
1789,A956,B184,Both
1790,A633,B573,Both
1791,A339,B544,Both
1792,A633,B975,Both
1793,A350,B513,Both
1794,A127,B514,Both
1795,A183,B676,Both
1796,A569,B506,Both
1797,A362,B992,Both
1798,A507,B833,Both
1799,A728,B405,Both
1800,A381,B85,Both
1801,A447,B260,Both
1802,A36,B742,Both
1803,A142,B791,Both
1804,A908,B343,Both
1805,A374,B385,Both
1806,A168,B834,Both
1807,A64,B264,Both
1808,A276,B406,Both
1809,A183,B727,Both
1810,A723,B25,Both
1811,A730,B523,Both
1812,A327,B536,Both
1813,A441,B337,Both
1814,A491,B713,Both
1815,A22,B570,Both
1816,A376,B494,Both
1817,A304,B733,Both
1818,A266,B82,Both
1819,A677,B899,Both
1820,A131,B424,Both
1821,A744,B993,Both
1822,A54,B31,Both
1823,A534,B829,Both
1824,A190,B430,Both
1825,A151,B934,Both
1826,A836,B84,Both
1827,A812,B219,Both
1828,A780,B547,Both
1829,A974,B619,Both
1830,A14,B284,Both
1831,A673,B626,Both
1832,A820,B330,Both
1833,A215,B228,Both
1834,A804,B881,Both
1835,A326,B622,Both
1836,A869,B825,Both
1837,A436,B389,Both
1838,A100,B986,Both
1839,A610,B77,Both
1840,A815,B392,Both
1841,A443,B450,Both
1842,A855,B935,Both
1843,A927,B609,Both
1844,A338,B258,Both
1845,A578,B281,Both
1846,A958,B510,Both
1847,A211,B909,Both
1848,A748,B908,Both
1849,A434,B51,Both
1850,A310,B965,Both
1851,A128,B961,Both
1852,A214,B641,Both
1853,A816,B122,Both
1854,A641,B23,Both
1855,A405,B261,Both
1856,A154,B33,Both
1857,A247,B119,Both
1858,A799,B873,Both
1859,A495,B109,Both
1860,A849,B259,Both
1861,A69,B55,Both
1862,A258,B749,Both
1863,A631,B353,Both
1864,A425,B828,Both
1865,A84,B427,Both
1866,A30,B298,Both
1867,A909,B336,Both
1868,A803,B179,Both
1869,A821,B643,Both
1870,A192,B835,Both
1871,A773,B547,Both
1872,A984,B175,Both
1873,A155,B910,Both
1874,A951,B154,Both
1875,A1,B102,Both
1876,A474,B345,Both
1877,A809,B874,Both
1878,A683,B806,Both
1879,A264,B896,Both
1880,A598,B926,Both
1881,A139,B272,Both
1882,A385,B14,Both
1883,A696,B51,Both
1884,A216,B866,Both
1885,A193,B812,Both
1886,A718,B166,Both
1887,A216,B750,Both
1888,A556,B569,Both
1889,A543,B741,Both
1890,A801,B232,Both
1891,A935,B260,Both
1892,A446,B741,Both
1893,A853,B976,Both
1894,A524,B266,Both
1895,A505,B349,Both
1896,A378,B458,Both
1897,A186,B21,Both
1898,A297,B899,Both
1899,A674,B833,Both
1900,A494,B717,Both
1901,A108,B780,Both
1902,A294,B6,Both
1903,A966,B859,Both
1904,A175,B475,Both
1905,A373,B481,Both
1906,A984,B902,Both
1907,A131,B163,Both
1908,A600,B407,Both
1909,A513,B242,Both
1910,A9,B768,Both
1911,A482,B970,Both
1912,A409,B439,Both
1913,A55,B413,Both
1914,A634,B116,Both
1915,A218,B436,Both
1916,A43,B564,Both
1917,A912,B383,Both
1918,A553,B620,Both
1919,A322,B560,Both
1920,A213,B133,Both
1921,A97,B566,Both
1922,A539,B83,Both
1923,A609,B378,Both
1924,A819,B66,Both
1925,A422,B701,Both
1926,A794,B828,Both
1927,A672,B784,Both
1928,A85,B995,Both
1929,A805,B69,Both
1930,A414,B19,Both
1931,A945,B513,Both
1932,A281,B95,Both
1933,A20,B989,Both
1934,A776,B556,Both
1935,A987,B470,Both
1936,A69,B602,Both
1937,A793,B276,Both
1938,A63,B11,Both
1939,A653,B129,Both
1940,A451,B901,Both
1941,A51,B885,Both
1942,A171,B954,Both
1943,A90,B362,Both
1944,A268,B477,Both
1945,A972,B349,Both
1946,A138,B200,Both
1947,A397,B676,Both
1948,A716,B420,Both
1949,A659,B382,Both
1950,A226,B225,Both
1951,A740,B292,Both
1952,A664,B226,Both
1953,A707,B289,Both
1954,A882,B537,Both
1955,A224,B606,Both
1956,A3,B824,Both
1957,A894,B793,Both
1958,A943,B408,Both
1959,A694,B925,Both
1960,A721,B254,Both
1961,A396,B215,Both
1962,A76,B23,Both
1963,A353,B95,Both
1964,A198,B707,Both
1965,A243,B599,Both
1966,A997,B175,Both
1967,A731,B116,Both
1968,A316,B780,Both
1969,A816,B156,Both
1970,A661,B993,Both
1971,A657,B352,Both
1972,A596,B798,Both
1973,A393,B661,Both
1974,A92,B464,Both
1975,A161,B434,Both
1976,A434,B303,Both
1977,A284,B68,Both
1978,A333,B400,Both
1979,A805,B230,Both
1980,A325,B112,Both
1981,A702,B41,Both
1982,A82,B151,Both
1983,A983,B208,Both
1984,A661,B537,Both
1985,A663,B38,Both
1986,A660,B557,Both
1987,A886,B661,Both
1988,A344,B675,Both
1989,A116,B578,Both
1990,A380,B470,Both
1991,A753,B647,Both
1992,A949,B439,Both
1993,A294,B15,Both
1994,A36,B360,Both
1995,A566,B570,Both
1996,A48,B111,Both
1997,A737,B776,Both
1998,A272,B806,Both
1999,A938,B983,Both
2000,A395,B208,Both
2001,A69,B585,Both
2002,A631,B553,Both
2003,A674,B967,Both
2004,A35,B293,Both
2005,A678,B168,Both
2006,A42,B283,Both
2007,A607,B670,Both
2008,A241,B651,Both
2009,A363,B527,Both
2010,A14,B333,Both
2011,A316,B541,Both
2012,A275,B915,Both
2013,A869,B243,Both
2014,A215,B375,Both
2015,A410,B885,Both
2016,A880,B552,Both
2017,A622,B388,Both
2018,A174,B979,Both
2019,A383,B164,Both
2020,A523,B293,Both
2021,A37,B115,Both
2022,A362,B513,Both
2023,A870,B298,Both
2024,A951,B728,Both
2025,A894,B748,Both
2026,A183,B409,Both
2027,A194,B141,Both
2028,A30,B842,Both
2029,A807,B398,Both
2030,A789,B292,Both
2031,A491,B473,Both
2032,A987,B48,Both
2033,A680,B849,Both
2034,A867,B161,Both
2035,A276,B838,Both
2036,A145,B473,Both
2037,A148,B832,Both
2038,A113,B679,Both
2039,A48,B64,Both
2040,A665,B751,Both
2041,A456,B558,Both
2042,A816,B607,Both
2043,A394,B813,Both
2044,A787,B207,Both
2045,A56,B267,Both
2046,A623,B926,Both
2047,A522,B673,Both
2048,A891,B897,Both
2049,A114,B916,Both
2050,A616,B147,Both
2051,A644,B439,Both
2052,A136,B576,Both
2053,A610,B581,Both
2054,A160,B322,Both
2055,A570,B170,Both
2056,A382,B372,Both
2057,A605,B577,Both
2058,A4,B748,Both
2059,A540,B223,Both
2060,A639,B187,Both
2061,A33,B899,Both
2062,A924,B319,Both
2063,A330,B746,Both
2064,A818,B591,Both
2065,A165,B624,Both
2066,A466,B253,Both
2067,A176,B402,Both
2068,A783,B895,Both
2069,A50,B81,Both
2070,A405,B66,Both
2071,A825,B979,Both
2072,A839,B992,Both
2073,A847,B702,Both
2074,A319,B678,Both
2075,A240,B659,Both
2076,A176,B713,Both
2077,A985,B732,Both
2078,A798,B859,Both
2079,A5,B27,Both
2080,A333,B583,Both
2081,A223,B680,Both
2082,A840,B295,Both
2083,A448,B505,Both
2084,A875,B414,Both
2085,A61,B298,Both
2086,A185,B138,Both
2087,A708,B583,Both
2088,A186,B815,Both
2089,A291,B40,Both
2090,A871,B928,Both
2091,A689,B483,Both
2092,A309,B102,Both
2093,A398,B618,Both
2094,A645,B186,Both
2095,A805,B377,Both
2096,A667,B481,Both
2097,A384,B892,Both
2098,A209,B223,Both
2099,A962,B692,Both
2100,A566,B116,Both
2101,A583,B329,Both
2102,A336,B693,Both
2103,A376,B616,Both
2104,A577,B766,Both
2105,A111,B379,Both
2106,A173,B244,Both
2107,A629,B992,Both
2108,A902,B530,Both
2109,A288,B714,Both
2110,A289,B733,Both
2111,A130,B743,Both
2112,A997,B222,Both
2113,A421,B510,Both
2114,A471,B337,Both
2115,A37,B428,Both
2116,A588,B855,Both
2117,A447,B971,Both
2118,A820,B689,Both
2119,A696,B73,Both
2120,A915,B442,Both
2121,A400,B198,Both
2122,A28,B522,Both
2123,A5,B769,Both
2124,A8,B283,Both
2125,A290,B178,Both
2126,A746,B47,Both
2127,A334,B556,Both
2128,A43,B678,Both
2129,A175,B400,Both
2130,A932,B992,Both
2131,A24,B807,Both
2132,A139,B305,Both
2133,A790,B618,Both
2134,A554,B668,Both
2135,A233,B390,Both
2136,A516,B375,Both
2137,A807,B214,Both
2138,A280,B961,Both
2139,A25,B696,Both
2140,A242,B496,Both
2141,A412,B896,Both
2142,A885,B322,Both
2143,A0,B118,Both
2144,A96,B456,Both
2145,A245,B700,Both
2146,A423,B301,Both
2147,A606,B594,Both
2148,A770,B574,Both
2149,A927,B507,Both
2150,A258,B363,Both
2151,A179,B382,Both
2152,A220,B628,Both
2153,A470,B31,Both
2154,A808,B519,Both
2155,A432,B373,Both
2156,A463,B989,Both
2157,A566,B517,Both
2158,A949,B464,Both
2159,A813,B49,Both
2160,A676,B139,Both
2161,A670,B876,Both
2162,A130,B686,Both
2163,A830,B456,Both
2164,A539,B529,Both
2165,A836,B231,Both
2166,A995,B49,Both
2167,A323,B924,Both
2168,A343,B667,Both
2169,A187,B221,Both
2170,A145,B252,Both
2171,A176,B220,Both
2172,A394,B860,Both
2173,A726,B680,Both
2174,A185,B769,Both
2175,A694,B899,Both
2176,A697,B910,Both
2177,A194,B341,Both
2178,A768,B243,Both
2179,A288,B687,Both
2180,A272,B64,Both
2181,A846,B669,Both
2182,A646,B184,Both
2183,A535,B724,Both
2184,A677,B576,Both
2185,A775,B36,Both
2186,A257,B960,Both
2187,A142,B231,Both
2188,A902,B117,Both
2189,A102,B785,Both
2190,A723,B773,Both
2191,A285,B416,Both
2192,A443,B102,Both
2193,A473,B733,Both
2194,A503,B680,Both
2195,A347,B685,Both
2196,A626,B905,Both
2197,A565,B90,Both
2198,A302,B62,Both
2199,A737,B318,Both
2200,A847,B418,Both
2201,A632,B967,Both
2202,A787,B206,Both
2203,A5,B8,Both
2204,A900,B934,Both
2205,A670,B917,Both
2206,A743,B576,Both
2207,A504,B336,Both
2208,A716,B76,Both
2209,A934,B328,Both
2210,A12,B448,Both
2211,A416,B349,Both
2212,A605,B138,Both
2213,A870,B423,Both
2214,A284,B845,Both
2215,A586,B223,Both
2216,A920,B837,Both
2217,A4,B92,Both
2218,A344,B356,Both
2219,A843,B751,Both
2220,A64,B184,Both
2221,A617,B689,Both
2222,A781,B58,Both
2223,A78,B657,Both
2224,A909,B507,Both
2225,A607,B931,Both
2226,A264,B207,Both
2227,A642,B44,Both
2228,A482,B28,Both
2229,A954,B261,Both
2230,A716,B835,Both
2231,A793,B400,Both
2232,A96,B824,Both
2233,A191,B341,Both
2234,A289,B459,Both
2235,A423,B972,Both
2236,A836,B569,Both
2237,A233,B602,Both
2238,A674,B422,Both
2239,A766,B369,Both
2240,A819,B875,Both
2241,A54,B721,Both
2242,A688,B692,Both
2243,A919,B193,Both
2244,A623,B985,Both
2245,A843,B932,Both
2246,A215,B936,Both
2247,A128,B715,Both
2248,A821,B917,Both
2249,A108,B876,Both
2250,A960,B925,Both
2251,A212,B56,Both
2252,A854,B906,Both
2253,A922,B323,Both
2254,A972,B770,Both
2255,A306,B682,Both
2256,A250,B795,Both
2257,A102,B929,Both
2258,A962,B546,Both
2259,A921,B523,Both
2260,A939,B987,Both
2261,A601,B581,Both
2262,A140,B397,Both
2263,A869,B887,Both
2264,A20,B772,Both
2265,A349,B341,Both
2266,A272,B617,Both
2267,A658,B541,Both
2268,A342,B332,Both
2269,A726,B875,Both
2270,A294,B138,Both
2271,A148,B529,Both
2272,A96,B986,Both
2273,A242,B912,Both
2274,A789,B83,Both
2275,A669,B395,Both
2276,A926,B930,Both
2277,A826,B379,Both
2278,A897,B530,Both
2279,A692,B548,Both
2280,A278,B157,Both
2281,A280,B546,Both
2282,A790,B743,Both
2283,A437,B540,Both
2284,A726,B699,Both
2285,A561,B932,Both
2286,A207,B552,Both
2287,A92,B190,Both
2288,A391,B589,Both
2289,A818,B673,Both
2290,A11,B990,Both
2291,A921,B190,Both
2292,A597,B72,Both
2293,A2,B513,Both
2294,A946,B927,Both
2295,A414,B491,Both
2296,A352,B799,Both
2297,A428,B200,Both
2298,A34,B676,Both
2299,A87,B827,Both
2300,A339,B76,Both
2301,A46,B727,Both
2302,A645,B354,Both
2303,A337,B731,Both
2304,A827,B980,Both
2305,A584,B717,Both
2306,A785,B593,Both
2307,A887,B222,Both
2308,A885,B220,Both
2309,A169,B479,Both
2310,A700,B950,Both
2311,A881,B643,Both
2312,A839,B877,Both
2313,A958,B865,Both
2314,A740,B472,Both
2315,A542,B558,Both
2316,A302,B118,Both
2317,A504,B35,Both
2318,A144,B691,Both
2319,A385,B27,Both
2320,A528,B151,Both
2321,A453,B124,Both
2322,A51,B391,Both
2323,A398,B533,Both
2324,A190,B144,Both
2325,A669,B559,Both
2326,A805,B692,Both
2327,A869,B393,Both
2328,A791,B133,Both
2329,A484,B467,Both
